api	total	focus_total	excluded_total	category:common_user_or_argument_error	category:generated_code_error	category:low_signal_unclassified_exception	category:no_embedded_error_signal	category:strong_backend_failure	category:strong_backend_failure_sparse_caveat	category:tool_or_environment_limit	status:crash	status:exception	status:notarget	status:valid
torch.nn.functional.gelu	348	0	348	28	81	32	207	0	0	0	0	128	13	207
torch.nn.functional.glu	495	0	495	192	47	55	201	0	0	0	0	277	17	201
torch.nn.functional.grid_sample	903	0	903	352	266	82	203	0	0	0	0	669	31	203
torch.nn.functional.group_norm	782	0	782	272	133	175	202	0	0	0	0	541	39	202
torch.nn.functional.gumbel_softmax	405	0	405	64	84	53	204	0	0	0	0	182	19	204
torch.nn.functional.hardshrink	520	0	520	164	103	46	207	0	0	0	0	295	18	207
torch.nn.functional.hardsigmoid	600	0	600	73	147	176	204	0	0	0	0	313	83	204
torch.nn.functional.hardswish	386	0	386	67	59	52	208	0	0	0	0	140	38	208
torch.nn.functional.hardtanh	754	0	754	221	199	115	219	0	0	0	0	450	85	219
torch.nn.functional.hardtanh_	439	0	439	90	81	54	214	0	0	0	0	185	40	214
torch.nn.functional.hinge_embedding_loss	562	0	562	94	126	137	205	0	0	0	0	313	44	205
torch.nn.functional.huber_loss	350	0	350	58	26	55	211	0	0	0	0	99	40	211
torch.nn.functional.instance_norm	610	0	610	192	72	133	213	0	0	0	0	366	31	213
torch.nn.functional.interpolate	618	0	618	37	104	274	203	0	0	0	0	375	40	203
torch.nn.functional.kl_div	484	0	484	104	131	45	204	0	0	0	0	265	15	204
torch.nn.functional.l1_loss	473	0	473	42	69	158	204	0	0	0	0	224	45	204
torch.nn.functional.layer_norm	732	0	732	192	98	240	202	0	0	0	0	485	45	202
torch.nn.functional.leaky_relu	312	0	312	48	39	18	207	0	0	0	0	92	13	207
torch.nn.functional.leaky_relu_	663	0	663	138	113	210	202	0	0	0	0	354	107	202
torch.nn.functional.linear	738	0	738	191	124	221	202	0	0	0	0	499	37	202
torch.nn.functional.local_response_norm	579	0	579	158	125	94	202	0	0	0	0	314	63	202
torch.nn.functional.log_softmax	306	0	306	35	129	80	62	0	0	0	0	203	41	62
torch.nn.functional.logsigmoid	559	0	559	81	130	143	205	0	0	0	0	220	134	205
torch.nn.functional.lp_pool1d	753	0	753	239	207	92	215	0	0	0	0	492	46	215
torch.nn.functional.lp_pool2d	819	0	819	263	257	96	203	0	0	0	0	538	78	203
torch.nn.functional.margin_ranking_loss	397	0	397	85	40	64	208	0	0	0	0	161	28	208
torch.nn.functional.max_pool1d	595	0	595	164	127	98	206	0	0	0	0	338	51	206
torch.nn.functional.max_pool2d	448	0	448	83	62	91	212	0	0	0	0	225	11	212
torch.nn.functional.max_pool3d	611	0	611	109	170	126	206	0	0	0	0	368	37	206
torch.nn.functional.max_unpool1d	674	0	674	225	85	138	226	0	0	0	0	427	21	226
torch.nn.functional.max_unpool2d	452	0	452	113	40	90	209	0	0	0	0	218	25	209
torch.nn.functional.max_unpool3d	502	0	502	118	59	117	208	0	0	0	0	257	37	208
torch.nn.functional.mish	582	0	582	79	158	141	204	0	0	0	0	329	49	204
torch.nn.functional.mse_loss	371	0	371	77	47	46	201	0	0	0	0	160	10	201
torch.nn.functional.multi_margin_loss	720	0	720	218	154	140	208	0	0	0	0	480	32	208
torch.nn.functional.multilabel_margin_loss	1334	0	1334	394	279	433	228	0	0	0	0	1022	84	228
torch.nn.functional.multilabel_soft_margin_loss	655	0	655	191	127	135	202	0	0	0	0	362	91	202
torch.nn.functional.nll_loss	743	0	743	150	194	195	204	0	0	0	0	439	100	204
torch.nn.functional.normalize	465	0	465	124	71	61	209	0	0	0	0	245	11	209
torch.nn.functional.one_hot	549	0	549	164	80	101	204	0	0	0	0	338	7	204
torch.nn.functional.pad	825	0	825	140	311	167	207	0	0	0	0	576	42	207
torch.nn.functional.pairwise_distance	667	0	667	190	118	159	200	0	0	0	0	417	50	200
torch.nn.functional.pdist	490	0	490	134	73	78	205	0	0	0	0	268	17	205
torch.nn.functional.pixel_shuffle	736	0	736	177	181	174	204	0	0	0	0	513	19	204
torch.nn.functional.pixel_unshuffle	597	0	597	97	182	100	218	0	0	0	0	349	30	218
torch.nn.functional.poisson_nll_loss	873	0	873	223	302	148	200	0	0	0	0	569	104	200
torch.nn.functional.prelu	592	0	592	131	104	150	207	0	0	0	0	342	43	207
torch.nn.functional.relu	353	0	353	48	72	23	210	0	0	0	0	133	10	210
torch.nn.functional.relu6	560	0	560	93	157	104	206	0	0	0	0	316	38	206
torch.nn.functional.relu_	444	0	444	44	114	74	212	0	0	0	0	178	54	212
torch.nn.functional.rrelu	503	0	503	113	99	87	204	0	0	0	0	257	42	204
torch.nn.functional.rrelu_	768	0	768	222	198	135	213	0	0	0	0	513	42	213
torch.nn.functional.selu	432	0	432	96	110	25	201	0	0	0	0	223	8	201
torch.nn.functional.sigmoid	318	0	318	25	39	39	215	0	0	0	0	94	9	215
torch.nn.functional.silu	382	0	382	63	69	29	221	0	0	0	0	132	29	221
torch.nn.functional.smooth_l1_loss	411	0	411	51	80	62	218	0	0	0	0	162	31	218
torch.nn.functional.soft_margin_loss	749	0	749	162	73	308	206	0	0	0	0	513	30	206
torch.nn.functional.softmax	496	0	496	96	93	102	205	0	0	0	0	239	52	205
torch.nn.functional.softmin	558	0	558	127	97	121	213	0	0	0	0	330	15	213
torch.nn.functional.softplus	469	0	469	68	78	91	232	0	0	0	0	139	98	232
torch.nn.functional.softshrink	348	0	348	64	49	30	205	0	0	0	0	141	2	205
torch.nn.functional.softsign	418	0	418	96	44	71	207	0	0	0	0	138	73	207
torch.nn.functional.tanh	683	0	683	100	210	159	214	0	0	0	0	406	63	214
torch.nn.functional.tanhshrink	965	0	965	314	293	131	227	0	0	0	0	656	82	227
torch.nn.functional.threshold	515	0	515	131	142	41	201	0	0	0	0	274	40	201
torch.nn.functional.threshold_	470	0	470	146	78	39	207	0	0	0	0	228	35	207
torch.nn.functional.triplet_margin_loss	607	0	607	74	280	50	203	0	0	0	0	336	68	203
torch.nn.functional.triplet_margin_with_distance_loss	579	0	579	100	193	84	202	0	0	0	0	349	28	202
torch.nn.functional.unfold	501	0	501	129	61	107	204	0	0	0	0	266	31	204
torch.nn.functional.upsample	509	0	509	73	121	114	201	0	0	0	0	255	53	201
torch.nn.functional.upsample_bilinear	709	0	709	224	146	135	204	0	0	0	0	457	48	204
torch.nn.functional.upsample_nearest	417	0	417	78	78	61	200	0	0	0	0	191	26	200
torch.nn.init.calculate_gain	1013	0	1013	186	430	193	204	0	0	0	0	741	68	204
torch.nn.init.constant_	370	0	370	55	48	54	213	0	0	0	0	149	8	213
torch.nn.init.dirac_	857	0	857	318	170	157	212	0	0	0	0	542	103	212
torch.nn.init.eye_	837	0	837	325	145	165	202	0	0	0	0	512	123	202
torch.nn.init.kaiming_normal_	489	0	489	80	152	47	210	0	0	0	0	231	48	210
torch.nn.init.kaiming_uniform_	587	0	587	129	144	95	219	0	0	0	0	271	97	219
torch.nn.init.normal_	300	0	300	35	43	15	207	0	0	0	0	77	16	207
torch.nn.init.ones_	559	0	559	109	193	49	208	0	0	0	0	279	72	208
torch.nn.init.orthogonal_	592	0	592	124	181	85	202	0	0	0	0	321	69	202
torch.nn.init.sparse_	735	0	735	198	190	145	202	0	0	0	0	436	97	202
torch.nn.init.uniform_	412	0	412	75	103	29	205	0	0	0	0	166	41	205
torch.nn.init.xavier_normal_	482	0	482	79	120	83	200	0	0	0	0	233	49	200
torch.nn.init.xavier_uniform_	437	0	437	57	102	64	214	0	0	0	0	152	71	214
torch.nn.init.zeros_	460	0	460	105	89	66	200	0	0	0	0	186	74	200
torch.nn.parameter.Parameter	380	0	380	20	87	51	222	0	0	0	0	153	5	222
torch.nn.parameter.UninitializedBuffer	510	0	510	72	59	144	214	0	0	21	0	264	32	214
torch.nn.parameter.UninitializedParameter	805	0	805	123	213	251	213	0	0	5	0	496	96	213
torch.nn.utils.clip_grad_norm_	712	0	712	52	335	119	206	0	0	0	0	448	58	206
torch.nn.utils.clip_grad_value_	980	0	980	148	422	200	210	0	0	0	0	712	58	210
torch.nn.utils.parameters_to_vector	595	0	595	81	163	144	207	0	0	0	0	362	26	207
torch.nn.utils.parametrizations.orthogonal	902	0	902	79	452	143	228	0	0	0	0	552	122	228
torch.nn.utils.parametrizations.spectral_norm	513	0	513	84	145	84	200	0	0	0	0	261	52	200
torch.nn.utils.parametrize.cached	1472	0	1472	395	577	282	218	0	0	0	0	609	645	218
torch.nn.utils.parametrize.is_parametrized	593	0	593	121	96	173	203	0	0	0	0	368	22	203
torch.nn.utils.remove_spectral_norm	413	0	413	44	70	86	213	0	0	0	0	182	18	213
torch.nn.utils.remove_weight_norm	643	0	643	78	148	201	216	0	0	0	0	381	46	216
torch.nn.utils.rnn.PackedSequence	878	0	878	232	120	322	204	0	0	0	0	629	45	204
torch.nn.utils.rnn.pack_padded_sequence	774	0	774	230	164	176	204	0	0	0	0	515	55	204
torch.nn.utils.rnn.pack_sequence	553	0	553	53	110	178	212	0	0	0	0	332	9	212
torch.nn.utils.rnn.pad_packed_sequence	467	0	467	63	108	95	201	0	0	0	0	260	6	201
torch.nn.utils.rnn.pad_sequence	439	0	439	44	154	35	206	0	0	0	0	186	47	206
torch.nn.utils.skip_init	2272	0	2272	1000	621	446	204	0	0	1	0	1806	262	204
torch.nn.utils.spectral_norm	586	0	586	105	130	149	202	0	0	0	0	361	23	202
torch.nn.utils.vector_to_parameters	965	0	965	255	320	190	200	0	0	0	0	660	105	200
torch.nn.utils.weight_norm	750	0	750	168	168	209	205	0	0	0	0	512	33	205
torch.no_grad	317	0	317	19	46	51	201	0	0	0	0	81	35	201
torch.nonzero	568	0	568	77	146	140	205	0	0	0	0	302	61	205
torch.norm	493	0	493	89	123	78	203	0	0	0	0	273	17	203
torch.normal	462	0	462	100	67	95	200	0	0	0	0	253	9	200
torch.not_equal	512	0	512	119	114	76	203	0	0	0	0	251	58	203
torch.numel	376	0	376	70	63	36	207	0	0	0	0	126	43	207
torch.ones	503	0	503	91	173	36	203	0	0	0	0	249	51	203
torch.ones_like	349	0	349	39	63	25	222	0	0	0	0	112	15	222
torch.onnx.is_in_onnx_export	548	0	548	167	112	58	211	0	0	0	0	287	50	211
torch.onnx.register_custom_op_symbolic	589	0	589	48	278	61	202	0	0	0	0	347	40	202
torch.onnx.select_model_mode_for_export	741	0	741	54	338	140	209	0	0	0	0	516	16	209
torch.optim.ASGD	154	0	154	15	88	25	26	0	0	0	0	113	15	26
torch.optim.Adadelta	364	0	364	38	93	22	211	0	0	0	0	122	31	211
torch.optim.Adagrad	491	0	491	66	149	67	209	0	0	0	0	237	45	209
torch.optim.Adam	515	0	515	30	240	36	209	0	0	0	0	280	26	209
torch.optim.AdamW	624	0	624	33	326	62	203	0	0	0	0	405	16	203
torch.optim.Adamax	634	0	634	145	143	135	211	0	0	0	0	399	24	211
torch.optim.LBFGS	529	0	529	42	141	138	208	0	0	0	0	255	66	208
torch.optim.NAdam	717	0	717	144	262	107	204	0	0	0	0	491	22	204
torch.optim.Optimizer	691	0	691	38	215	236	202	0	0	0	0	451	38	202
torch.optim.RAdam	467	0	467	32	215	20	200	0	0	0	0	251	16	200
torch.optim.RMSprop	670	0	670	107	153	202	208	0	0	0	0	448	14	208
torch.optim.Rprop	787	0	787	208	216	160	203	0	0	0	0	503	81	203
torch.optim.SGD	537	0	537	26	265	32	214	0	0	0	0	297	26	214
torch.optim.SparseAdam	568	0	568	87	193	84	204	0	0	0	0	298	66	204
torch.optim.lr_scheduler.ChainedScheduler	378	0	378	24	155	38	161	0	0	0	0	194	23	161
torch.optim.lr_scheduler.ConstantLR	426	0	426	40	118	53	215	0	0	0	0	208	3	215
torch.optim.lr_scheduler.CosineAnnealingLR	571	0	571	33	216	120	202	0	0	0	0	335	34	202
torch.optim.lr_scheduler.CosineAnnealingWarmRestarts	705	0	705	117	264	99	225	0	0	0	0	408	72	225
torch.optim.lr_scheduler.CyclicLR	449	0	449	63	135	49	202	0	0	0	0	237	10	202
torch.optim.lr_scheduler.ExponentialLR	540	0	540	43	230	56	211	0	0	0	0	287	42	211
torch.optim.lr_scheduler.LambdaLR	453	0	453	42	150	49	212	0	0	0	0	224	17	212
torch.optim.lr_scheduler.LinearLR	632	0	632	70	253	102	207	0	0	0	0	387	38	207
torch.optim.lr_scheduler.MultiStepLR	689	0	689	20	436	31	202	0	0	0	0	464	23	202
torch.optim.lr_scheduler.MultiplicativeLR	389	0	389	20	88	79	202	0	0	0	0	163	24	202
torch.optim.lr_scheduler.OneCycleLR	597	0	597	43	201	141	212	0	0	0	0	332	53	212
torch.optim.lr_scheduler.ReduceLROnPlateau	541	0	541	43	254	35	209	0	0	0	0	297	35	209
torch.optim.lr_scheduler.SequentialLR	892	0	892	137	421	125	209	0	0	0	0	623	60	209
torch.optim.lr_scheduler.StepLR	632	0	632	43	292	96	201	0	0	0	0	384	47	201
torch.orgqr	651	0	651	181	89	173	208	0	0	0	0	392	51	208
torch.ormqr	591	0	591	197	58	130	206	0	0	0	0	357	28	206
torch.outer	732	0	732	183	177	171	201	0	0	0	0	462	69	201
torch.overrides.get_ignored_functions	627	0	627	55	299	50	223	0	0	0	0	364	40	223
torch.overrides.get_overridable_functions	457	0	457	50	163	33	211	0	0	0	0	223	23	211
torch.overrides.get_testing_overrides	491	0	491	17	219	46	209	0	0	0	0	240	42	209
torch.overrides.handle_torch_function	611	0	611	81	116	208	206	0	0	0	0	395	10	206
torch.overrides.has_torch_function	778	0	778	101	195	275	207	0	0	0	0	538	33	207
torch.overrides.is_tensor_like	661	0	661	146	176	135	204	0	0	0	0	440	17	204
torch.overrides.is_tensor_method_or_property	787	0	787	156	263	168	200	0	0	0	0	516	71	200
torch.overrides.wrap_torch_function	838	0	838	195	311	109	223	0	0	0	0	335	280	223
torch.package.Directory	630	0	630	96	280	50	204	0	0	0	0	347	79	204
torch.package.EmptyMatchError	705	0	705	103	253	141	208	0	0	0	0	400	97	208
torch.package.PackageExporter	1439	1	1438	32	412	786	208	1	0	0	1	1133	97	208
torch.package.PackageImporter	310	0	310	18	48	35	209	0	0	0	0	90	4	216
torch.package.PackagingError	320	0	320	2	39	49	230	0	0	0	0	66	24	230
torch.pca_lowrank	903	0	903	196	182	322	203	0	0	0	0	645	55	203
torch.permute	712	0	712	181	190	133	208	0	0	0	0	483	21	208
torch.pinverse	465	0	465	85	70	107	203	0	0	0	0	215	47	203
torch.poisson	419	0	419	111	53	36	219	0	0	0	0	195	5	219
torch.polar	566	0	566	207	106	53	200	0	0	0	0	325	41	200
torch.polygamma	918	0	918	304	296	116	202	0	0	0	0	643	73	202
torch.positive	543	0	543	169	81	82	211	0	0	0	0	297	35	211
torch.pow	325	0	325	32	61	21	211	0	0	0	0	100	14	211
torch.prod	302	0	302	44	20	21	217	0	0	0	0	77	8	217
torch.profiler.ProfilerAction	260	0	260	53	146	58	3	0	0	0	0	182	75	3
torch.profiler.profile	459	0	459	65	99	85	210	0	0	0	0	244	5	210
torch.profiler.schedule	315	0	315	91	121	18	85	0	0	0	0	197	33	85
torch.profiler.tensorboard_trace_handler	568	0	568	73	204	86	205	0	0	0	0	317	46	205
torch.promote_types	817	0	817	269	135	207	206	0	0	0	0	556	55	206
torch.qr	984	0	984	267	165	346	206	0	0	0	0	668	110	206
torch.quantile	758	0	758	215	247	96	200	0	0	0	0	519	39	200
torch.quantize_per_channel	539	0	539	128	137	68	206	0	0	0	0	303	30	206
torch.quantize_per_tensor	635	0	635	127	154	151	203	0	0	0	0	393	39	203
torch.quantized_batch_norm	1133	0	1133	228	346	349	210	0	0	0	0	899	24	210
torch.quantized_max_pool1d	748	0	748	196	178	171	203	0	0	0	0	518	27	203
torch.quantized_max_pool2d	171	0	171	28	55	27	61	0	0	0	0	105	5	61
torch.quasirandom.SobolEngine	747	0	747	183	211	147	206	0	0	0	0	492	49	206
torch.rad2deg	602	0	602	123	208	76	195	0	0	0	0	365	42	195
torch.rand	464	0	464	93	85	85	201	0	0	0	0	226	37	201
torch.rand_like	549	0	549	125	141	63	220	0	0	0	0	280	49	220
torch.randint	548	0	548	48	213	79	208	0	0	0	0	308	32	208
torch.randint_like	394	0	394	64	93	36	201	0	0	0	0	187	6	201
torch.randn	322	0	322	41	39	14	228	0	0	0	0	58	36	228
torch.randn_like	303	0	303	60	138	31	74	0	0	0	0	226	3	74
torch.random.fork_rng	475	0	475	46	106	100	223	0	0	0	0	210	42	223
torch.random.get_rng_state	703	0	703	91	197	215	200	0	0	0	0	480	23	200
torch.random.initial_seed	498	0	498	76	146	68	208	0	0	0	0	245	45	208
torch.random.manual_seed	327	0	327	36	57	27	207	0	0	0	0	104	16	207
torch.random.seed	421	0	421	24	171	21	205	0	0	0	0	198	18	205
torch.random.set_rng_state	456	0	456	103	47	87	219	0	0	0	0	175	62	219
torch.randperm	442	0	442	66	99	59	218	0	0	0	0	191	33	218
torch.range	613	0	613	183	167	41	222	0	0	0	0	385	6	222
torch.ravel	799	0	799	281	187	126	205	0	0	0	0	525	69	205
torch.real	316	0	316	26	62	28	200	0	0	0	0	105	11	200
torch.reciprocal	580	0	580	149	135	62	234	0	0	0	0	278	68	234
torch.remainder	398	0	398	81	74	37	206	0	0	0	0	175	17	206
torch.renorm	360	0	360	79	47	26	208	0	0	0	0	137	15	208
torch.repeat_interleave	722	0	722	163	289	69	201	0	0	0	0	456	65	201
torch.reshape	344	0	344	76	30	22	216	0	0	0	0	123	5	216
torch.resolve_conj	519	0	519	90	158	61	210	0	0	0	0	290	19	210
torch.resolve_neg	282	0	282	32	23	20	207	0	0	0	0	68	7	207
torch.result_type	402	0	402	69	81	44	208	0	0	0	0	187	7	208
torch.roll	688	0	688	189	234	45	220	0	0	0	0	458	10	220
torch.rot90	203	0	203	75	72	20	36	0	0	0	0	143	24	36
torch.round	415	0	415	114	72	29	200	0	0	0	0	208	7	200
torch.row_stack	883	0	883	359	193	120	211	0	0	0	0	602	70	211
torch.rsqrt	749	0	749	149	165	231	204	0	0	0	0	448	97	204
torch.save	425	0	425	62	88	63	212	0	0	0	0	203	10	212
torch.scatter	370	0	370	70	25	64	211	0	0	0	0	147	12	211
torch.scatter_add	793	0	793	276	97	209	211	0	0	0	0	478	104	211
torch.searchsorted	538	0	538	107	134	86	210	0	0	1	0	309	19	210
torch.seed	650	0	650	133	223	81	213	0	0	0	0	243	194	213
torch.set_default_dtype	613	0	613	33	243	129	208	0	0	0	0	379	26	208
torch.set_default_tensor_type	526	0	526	48	106	170	202	0	0	0	0	247	77	202
torch.set_flush_denormal	349	0	349	41	62	45	201	0	0	0	0	115	33	201
torch.set_num_interop_threads	2106	0	2106	190	635	1207	73	0	0	1	0	1731	302	73
torch.set_num_threads	1465	0	1465	185	833	247	200	0	0	0	0	1154	111	200
torch.set_printoptions	356	0	356	78	42	33	203	0	0	0	0	126	27	203
torch.set_rng_state	610	0	610	74	243	79	214	0	0	0	0	362	34	214
torch.set_warn_always	414	0	414	66	56	92	200	0	0	0	0	208	6	200
torch.sgn	499	0	499	92	63	130	214	0	0	0	0	202	83	214
torch.sigmoid	465	0	465	91	100	44	230	0	0	0	0	205	30	230
torch.sign	454	0	454	67	71	107	209	0	0	0	0	210	35	209
torch.signbit	599	0	599	134	135	121	209	0	0	0	0	382	8	209
torch.sin	382	0	382	54	91	36	201	0	0	0	0	136	45	201
torch.sinc	353	0	353	53	47	34	219	0	0	0	0	124	10	219
torch.sinh	325	0	325	41	42	25	217	0	0	0	0	88	20	217
torch.slogdet	1405	0	1405	399	390	413	203	0	0	0	0	1062	140	203
torch.smm	1615	0	1615	330	176	908	201	0	0	0	0	1264	150	201
torch.sort	462	0	462	56	98	106	202	0	0	0	0	249	11	202
torch.sparse.addmm	1031	0	1031	604	92	129	206	0	0	0	0	807	18	206
torch.sparse.log_softmax	581	0	581	90	104	185	202	0	0	0	0	357	22	202
torch.sparse.mm	901	8	893	200	130	358	205	0	8	0	8	645	43	205
torch.sparse.softmax	638	0	638	156	105	168	209	0	0	0	0	402	27	209
torch.sparse.sum	1031	0	1031	237	318	273	203	0	0	0	0	793	35	203
torch.sparse_coo_tensor	636	0	636	112	116	198	210	0	0	0	0	396	30	210
torch.sparse_csr_tensor	841	25	816	192	161	259	201	0	25	3	25	572	43	201
torch.special.digamma	595	0	595	193	99	99	204	0	0	0	0	293	98	204
torch.special.entr	475	0	475	102	121	48	204	0	0	0	0	234	37	204
torch.special.erf	380	0	380	63	68	49	200	0	0	0	0	131	49	200
torch.special.erfc	392	0	392	52	67	73	200	0	0	0	0	164	28	200
torch.special.erfcx	468	0	468	114	83	63	208	0	0	0	0	227	33	208
torch.special.erfinv	613	0	613	120	72	206	215	0	0	0	0	385	13	215
torch.special.exp2	691	0	691	135	133	220	203	0	0	0	0	412	76	203
torch.special.expit	383	0	383	36	80	62	205	0	0	0	0	128	50	205
torch.special.expm1	360	0	360	44	46	39	231	0	0	0	0	94	35	231
torch.special.gammainc	708	0	708	199	227	82	200	0	0	0	0	443	65	200
torch.special.gammaincc	803	0	803	156	236	203	208	0	0	0	0	561	34	208
torch.special.gammaln	294	0	294	35	35	13	211	0	0	0	0	69	14	211
torch.special.i0	548	0	548	136	112	94	206	0	0	0	0	277	65	206
torch.special.i0e	662	0	662	216	141	104	201	0	0	0	0	411	50	201
torch.special.i1	312	0	312	21	70	10	211	0	0	0	0	96	5	211
torch.special.i1e	774	0	774	260	181	127	206	0	0	0	0	524	44	206
torch.special.log1p	400	0	400	44	63	89	204	0	0	0	0	155	41	204
torch.special.log_softmax	553	0	553	194	79	77	203	0	0	0	0	320	30	203
torch.special.logit	685	0	685	173	177	127	208	0	0	0	0	394	83	208
torch.special.logsumexp	320	0	320	48	39	22	211	0	0	0	0	94	15	211
torch.special.multigammaln	628	0	628	220	117	83	208	0	0	0	0	343	77	208
torch.special.ndtr	776	0	776	217	128	224	207	0	0	0	0	489	80	207
torch.special.ndtri	855	0	855	151	114	384	206	0	0	0	0	606	43	206
torch.special.polygamma	721	0	721	211	173	131	206	0	0	0	0	431	84	206
torch.special.psi	348	0	348	96	98	29	125	0	0	0	0	186	37	125
torch.special.round	589	0	589	117	116	152	204	0	0	0	0	333	52	204
torch.special.sinc	516	0	516	78	110	126	202	0	0	0	0	229	85	202
torch.special.xlog1py	314	0	314	39	25	44	206	0	0	0	0	87	21	206
torch.special.xlogy	746	0	746	111	148	281	206	0	0	0	0	512	28	206
torch.special.zeta	410	0	410	92	69	46	203	0	0	0	0	199	8	203
torch.split	521	0	521	129	64	123	205	0	0	0	0	280	36	205
torch.sqrt	430	0	430	114	90	23	203	0	0	0	0	223	4	203
torch.square	373	0	373	64	61	35	213	0	0	0	0	106	54	213
torch.squeeze	471	0	471	72	135	50	214	0	0	0	0	229	28	214
torch.stack	493	0	493	108	89	89	207	0	0	0	0	261	25	207
torch.std	618	0	618	151	152	106	209	0	0	0	0	320	89	209
torch.std_mean	759	0	759	154	259	141	205	0	0	0	0	475	79	205
torch.stft	528	0	528	88	109	123	208	0	0	0	0	306	14	208
torch.sub	359	0	359	25	106	26	202	0	0	0	0	145	12	202
torch.subtract	362	0	362	73	52	35	202	0	0	0	0	114	46	202
torch.sum	537	0	537	130	140	62	205	0	0	0	0	295	37	205
torch.svd	603	0	603	217	103	77	206	0	0	0	0	338	59	206
torch.svd_lowrank	965	0	965	419	161	184	201	0	0	0	0	648	116	201
torch.swapaxes	435	0	435	100	66	50	219	0	0	0	0	191	25	219
torch.swapdims	551	0	551	171	123	53	204	0	0	0	0	299	48	204
torch.t	446	0	446	128	53	62	203	0	0	0	0	198	45	203
torch.take	651	0	651	162	207	60	222	0	0	0	0	385	44	222
torch.take_along_dim	680	0	680	150	154	166	210	0	0	0	0	446	24	210
torch.tan	455	0	455	80	87	72	216	0	0	0	0	175	64	216
torch.tanh	674	0	674	132	156	180	206	0	0	0	0	314	154	206
torch.tensor	282	0	282	34	23	8	217	0	0	0	0	63	2	217
torch.tensor_split	466	0	466	90	130	42	204	0	0	0	0	224	38	204
torch.tensordot	553	0	553	144	78	127	203	0	0	1	0	330	20	203
torch.testing.assert_close	687	0	687	95	183	191	218	0	0	0	0	439	30	218
torch.testing.make_tensor	467	0	467	58	139	68	202	0	0	0	0	247	18	202
torch.tile	909	0	909	299	312	90	208	0	0	0	0	631	70	208
torch.topk	607	0	607	96	245	47	219	0	0	0	0	368	20	219
torch.trace	724	0	724	252	142	127	203	0	0	0	0	448	73	203
torch.transpose	530	0	530	110	178	33	209	0	0	0	0	297	24	209
torch.trapezoid	797	0	797	373	115	83	226	0	0	0	0	483	88	226
torch.trapz	578	0	578	143	151	77	207	0	0	0	0	338	33	207
torch.triangular_solve	201	0	201	61	47	51	42	0	0	0	0	149	10	42
torch.tril	478	0	478	114	88	76	200	0	0	0	0	250	28	200
torch.tril_indices	421	0	421	78	85	57	201	0	0	0	0	198	22	201
torch.triu	691	0	691	203	163	123	202	0	0	0	0	441	48	202
torch.triu_indices	462	0	462	108	103	47	204	0	0	0	0	231	27	204
torch.true_divide	409	0	409	77	64	56	212	0	0	0	0	179	18	212
torch.trunc	806	0	806	295	181	128	202	0	0	0	0	472	131	203
torch.unbind	590	0	590	159	135	81	215	0	0	0	0	339	36	215
torch.unique	545	0	545	120	137	82	206	0	0	0	0	300	39	206
torch.unique_consecutive	567	0	567	188	101	71	207	0	0	0	0	343	17	207
torch.unsqueeze	618	0	618	201	117	97	203	0	0	0	0	377	38	203
torch.use_deterministic_algorithms	484	0	484	95	103	56	230	0	0	0	0	192	62	230
torch.utils.data.BatchSampler	637	0	637	104	213	120	200	0	0	0	0	419	18	200
torch.utils.data.ChainDataset	596	0	596	125	147	123	201	0	0	0	0	339	56	201
torch.utils.data.ConcatDataset	400	0	400	51	86	58	205	0	0	0	0	175	20	205
torch.utils.data.DataLoader	370	0	370	6	133	28	203	0	0	0	0	147	20	203
torch.utils.data.Dataset	988	0	988	31	544	211	202	0	0	0	0	667	119	202
torch.utils.data.RandomSampler	507	0	507	58	145	97	207	0	0	0	0	294	6	207
torch.utils.data.SequentialSampler	482	0	482	71	101	95	215	0	0	0	0	249	18	215
torch.utils.data.Subset	442	0	442	40	100	86	216	0	0	0	0	210	16	216
torch.utils.data.SubsetRandomSampler	513	0	513	40	211	62	200	0	0	0	0	309	4	200
torch.utils.data.TensorDataset	443	0	443	42	124	75	202	0	0	0	0	225	16	202
torch.utils.data.WeightedRandomSampler	1327	0	1327	223	605	287	208	0	0	4	0	1071	48	208
torch.utils.data.distributed.DistributedSampler	513	0	513	63	84	213	153	0	0	0	0	343	17	153
torch.utils.data.get_worker_info	709	0	709	47	330	131	201	0	0	0	0	409	99	201
torch.utils.data.random_split	742	0	742	176	81	283	202	0	0	0	0	523	17	202
torch.utils.dlpack.from_dlpack	463	0	463	101	79	77	206	0	0	0	0	243	14	206
torch.utils.dlpack.to_dlpack	668	0	668	70	229	164	205	0	0	0	0	447	16	205
torch.vander	422	0	422	131	43	48	200	0	0	0	0	187	35	200
torch.var	518	0	518	123	89	106	200	0	0	0	0	226	92	200
torch.var_mean	581	0	581	82	171	121	207	0	0	0	0	309	65	207
torch.vdot	419	0	419	88	39	87	205	0	0	0	0	186	28	205
torch.view_as_complex	1073	0	1073	345	239	281	208	0	0	0	0	797	68	208
torch.view_as_real	404	0	404	119	50	30	205	0	0	0	0	187	12	205
torch.vsplit	416	0	416	82	59	74	201	0	0	0	0	187	28	201
torch.vstack	513	0	513	139	51	117	206	0	0	0	0	225	82	206
torch.where	546	0	546	88	183	59	216	0	0	0	0	292	38	216
torch.xlogy	457	0	457	105	37	104	211	0	0	0	0	204	42	211
torch.zeros	369	0	369	52	55	50	212	0	0	0	0	131	26	212
