api	total	focus	excluded	catches	categories
torch.special.logit	4	0	4	GpuExecFail:3;ExceptMsgCatch:1	gpu_exec_regular_exception:3;exception_message_difference_low_value:1
torch.special.multigammaln	26	0	26	ExceptMsgCatch:25;GpuExecFail:1	exception_message_difference_low_value:24;gpu_exec_regular_exception:1;generated_code_error:1
torch.special.ndtr	3	0	3	ExceptMsgCatch:2;GpuExecFail:1	exception_message_difference_low_value:2;gpu_exec_regular_exception:1
torch.special.ndtri	15	0	15	ExceptMsgCatch:8;GpuExecFail:6;VarInconsistentCatch:1	exception_message_difference_low_value:8;gpu_exec_regular_exception:6;uninitialized_or_lazy_state:1
torch.special.polygamma	36	1	35	GpuExecFail:19;ExceptMsgCatch:12;VarInconsistentCatch:5	gpu_exec_regular_exception:19;exception_message_difference_low_value:10;alias_or_mutation_semantics:4;generated_code_error:2;logic_inconsistency_needs_review:1
torch.special.psi	2	0	2	GpuExecFail:1;ExceptMsgCatch:1	gpu_exec_regular_exception:1;exception_message_difference_low_value:1
torch.special.round	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.special.sinc	10	0	10	GpuExecFail:7;ExceptMsgCatch:3	gpu_exec_regular_exception:7;exception_message_difference_low_value:2;generated_code_error:1
torch.special.xlogy	13	0	13	ExceptMsgCatch:11;GpuExecFail:2	exception_message_difference_low_value:9;generated_code_error:2;gpu_exec_regular_exception:2
torch.special.zeta	2	0	2	ExceptMsgCatch:2	exception_message_difference_low_value:2
torch.split	4	0	4	ExceptMsgCatch:3;GpuExecFail:1	exception_message_difference_low_value:3;gpu_exec_regular_exception:1
torch.square	3	0	3	ExceptMsgCatch:2;GpuExecFail:1	exception_message_difference_low_value:1;gpu_exec_regular_exception:1;generated_code_error:1
torch.std	38	1	37	GpuExecFail:34;ExceptMsgCatch:3;FrameworkCrashCatch:1	gpu_exec_regular_exception:34;exception_message_difference_low_value:2;generated_code_error:1;strong_backend_failure:1
torch.std_mean	2	0	2	GpuExecFail:1;ExceptMsgCatch:1	gpu_exec_regular_exception:1;exception_message_difference_low_value:1
torch.stft	7	1	6	ExceptMsgCatch:6;VarInconsistentCatch:1	generated_code_error:4;exception_message_difference_low_value:2;logic_inconsistency_needs_review:1
torch.sub	1	0	1	GpuExecFail:1	gpu_exec_regular_exception:1
torch.sum	2	0	2	ExceptMsgCatch:1;GpuExecFail:1	exception_message_difference_low_value:1;gpu_exec_regular_exception:1
torch.svd	15	12	3	VarInconsistentCatch:12;ExceptMsgCatch:3	numeric_consistency_check_needed:12;exception_message_difference_low_value:3
torch.svd_lowrank	4	0	4	ExceptMsgCatch:3;GpuExecFail:1	exception_message_difference_low_value:2;gpu_exec_regular_exception:1;generated_code_error:1
torch.swapaxes	4	0	4	ExceptMsgCatch:3;GpuExecFail:1	exception_message_difference_low_value:3;gpu_exec_regular_exception:1
torch.swapdims	3	0	3	ExceptMsgCatch:3	exception_message_difference_low_value:3
torch.t	7	0	7	ExceptMsgCatch:5;GpuExecFail:2	exception_message_difference_low_value:5;tool_or_environment_limit:1;gpu_exec_regular_exception:1
torch.take_along_dim	1	1	0	GpuExecFail:1	gpu_exec_or_cuda_assert_mismatch:1
torch.tan	3	1	2	ExceptMsgCatch:2;VarInconsistentCatch:1	logic_inconsistency_needs_review:1;generated_code_error:1;exception_message_difference_low_value:1
torch.tanh	4	0	4	VarInconsistentCatch:2;ExceptMsgCatch:1;GpuExecFail:1	nan_inf_or_boundary_numeric:2;exception_message_difference_low_value:1;gpu_exec_regular_exception:1
torch.tensor	2	0	2	ExceptMsgCatch:2	exception_message_difference_low_value:2
torch.tensor_split	52	0	52	GpuExecFail:31;ExceptMsgCatch:21	gpu_exec_regular_exception:31;exception_message_difference_low_value:20;generated_code_error:1
torch.tensordot	38	0	38	GpuExecFail:36;ExceptMsgCatch:2	gpu_exec_regular_exception:36;exception_message_difference_low_value:1;tool_or_environment_limit:1
torch.testing.assert_close	13	0	13	ExceptMsgCatch:11;GpuExecFail:2	exception_message_difference_low_value:11;gpu_exec_regular_exception:2
torch.topk	3	1	2	VarInconsistentCatch:3	alias_or_mutation_semantics:2;logic_inconsistency_needs_review:1
torch.trace	139	0	139	ExceptMsgCatch:106;GpuExecFail:33	exception_message_difference_low_value:106;gpu_exec_regular_exception:33
torch.transpose	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.trapezoid	2	0	2	ExceptMsgCatch:2	exception_message_difference_low_value:2
torch.trapz	6	0	6	ExceptMsgCatch:4;GpuExecFail:2	exception_message_difference_low_value:4;gpu_exec_regular_exception:2
torch.tril	1	0	1	GpuExecFail:1	gpu_exec_regular_exception:1
torch.tril_indices	1	1	0	GpuExecFail:1	gpu_exec_or_cuda_assert_mismatch:1
torch.triu_indices	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.trunc	1	0	1	ExceptMsgCatch:1	generated_code_error:1
torch.unbind	2	0	2	GpuExecFail:1;VarInconsistentCatch:1	gpu_exec_regular_exception:1;alias_or_mutation_semantics:1
torch.unique	3	0	3	ExceptMsgCatch:2;VarInconsistentCatch:1	exception_message_difference_low_value:2;uninitialized_or_lazy_state:1
torch.unique_consecutive	138	0	138	GpuExecFail:94;ExceptMsgCatch:44	gpu_exec_regular_exception:94;exception_message_difference_low_value:43;generated_code_error:1
torch.unsqueeze	24	0	24	GpuExecFail:14;ExceptMsgCatch:10	gpu_exec_regular_exception:14;exception_message_difference_low_value:10
torch.use_deterministic_algorithms	1	0	1	ExceptMsgCatch:1	generated_code_error:1
torch.utils.data.BatchSampler	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.utils.data.ChainDataset	7	0	7	ExceptMsgCatch:7	exception_message_difference_low_value:7
torch.utils.data.ConcatDataset	3	0	3	GpuExecFail:2;ExceptMsgCatch:1	gpu_exec_regular_exception:2;exception_message_difference_low_value:1
torch.utils.data.DataLoader	89	0	89	GpuExecFail:83;ExceptMsgCatch:6	gpu_exec_regular_exception:83;exception_message_difference_low_value:4;generated_code_error:2
torch.utils.data.RandomSampler	45	0	45	GpuExecFail:37;ExceptMsgCatch:8	gpu_exec_regular_exception:37;exception_message_difference_low_value:7;generated_code_error:1
torch.utils.data.SequentialSampler	11	0	11	ExceptMsgCatch:8;GpuExecFail:3	exception_message_difference_low_value:7;gpu_exec_regular_exception:3;generated_code_error:1
torch.utils.data.Subset	3	0	3	ExceptMsgCatch:3	exception_message_difference_low_value:3
torch.utils.data.SubsetRandomSampler	6	0	6	ExceptMsgCatch:4;GpuExecFail:2	exception_message_difference_low_value:3;gpu_exec_regular_exception:2;generated_code_error:1
torch.utils.data.TensorDataset	17	0	17	GpuExecFail:14;ExceptMsgCatch:3	gpu_exec_regular_exception:13;generated_code_error:2;exception_message_difference_low_value:2
torch.utils.data.WeightedRandomSampler	26	0	26	ExceptMsgCatch:24;GpuExecFail:2	exception_message_difference_low_value:24;gpu_exec_regular_exception:2
torch.utils.data.distributed.DistributedSampler	47	0	47	GpuExecFail:40;ExceptMsgCatch:7	gpu_exec_regular_exception:40;exception_message_difference_low_value:5;generated_code_error:2
torch.utils.data.get_worker_info	23	0	23	GpuExecFail:17;ExceptMsgCatch:6	gpu_exec_regular_exception:16;exception_message_difference_low_value:6;generated_code_error:1
torch.utils.data.random_split	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.utils.dlpack.from_dlpack	2	0	2	VarInconsistentCatch:1;ExceptMsgCatch:1	alias_or_mutation_semantics:1;exception_message_difference_low_value:1
torch.vander	1	0	1	GpuExecFail:1	gpu_exec_regular_exception:1
torch.var	1	0	1	GpuExecFail:1	gpu_exec_regular_exception:1
torch.var_mean	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.vdot	3	0	3	GpuExecFail:3	gpu_exec_regular_exception:3
torch.view_as_complex	7	1	6	ExceptMsgCatch:5;GpuExecFail:1;VarInconsistentCatch:1	exception_message_difference_low_value:4;gpu_exec_regular_exception:1;generated_code_error:1;logic_inconsistency_needs_review:1
torch.view_as_real	1	0	1	GpuExecFail:1	gpu_exec_regular_exception:1
torch.vstack	33	0	33	ExceptMsgCatch:33	exception_message_difference_low_value:33
torch.where	3	0	3	ExceptMsgCatch:2;GpuExecFail:1	exception_message_difference_low_value:2;gpu_exec_regular_exception:1
torch.xlogy	208	0	208	GpuExecFail:122;ExceptMsgCatch:86	gpu_exec_regular_exception:122;exception_message_difference_low_value:85;generated_code_error:1
torch.zeros	2	1	1	ExceptMsgCatch:1;ComparisonFail:1	exception_message_difference_low_value:1;final_output_inconsistency:1
